Message,Extracted,Expected
FB-180952 Facebook confirmation code 53158,53158,180952
"Dear Customer, Your request to set UPI PIN on UPI app has failed. Do not share your Debit card details/One time password or OTP/Expiry date number to avoid any fi579899cial loss. If it is not initiated by you, please report immediately to your bank helpline no. 18004198300 to avoid any fi579899cial loss",579899,nan
"Dear magicpin customer, we have added Rs.1000 worth points in your wallet. Save on vouchers from your favourite stores.Claim now: https://magicpin.in/webapp/",1000,nan
otp is 75117:75117,nan,75117
Shadowfax rider 914461710281 PIN 6826 will deliver your Anarkali order AWB SF206583905443FPL today. Attempt code 1383 Visit https://tracker.shadowfax.in,6826,1383
"Dear 9823XXXX59, WIN upto Rs 25 Lakhs! Spin the Jackpot & Win a Bullet Bike, Sachin's Signed Bat & much more only on Paytm First Games. m.paytm.me/fjk T&C",982359,nan
"BAZAR INDIA EXTRA FREE SHOPPING FESTIVAL

FREE 250/600/1000 SHOPPING ON 1000/2000/3000.

ALSO GET FREE SHOPPING VOUCHERS WORTH 2000. TCA

9949098465",2000,nan
"Dear Customer,
DO'S: 
1.    Be alert to fraudulent calls (Vishing) that ask you to download apps or share confidential information, disconnect such calls immediately.
2.    Change your passwords/MPIN/Debit Card PIN etc. at regular intervals and strength of passwords should be high.
3.    Get an anti-virus software installed on your mobile and keep it updated.
DON'TS:
 1. Don't download ""ANYDESK"" app from Playstore or any other source, which Fraudster can use to take control of your mobile device and carry out transactions. In case you have installed it, uninstall.
2.   Don't share your sensitive fi7173cial details such as UPI PIN/MPIN, Debit/ATM Card, CVV, expiry date, OTP, ATM PIN, bank account details, etc.
3.   Don't rely on customer service numbers of various merchants/entities/ banks etc. retrieved via Google search, since they can be fake.
4.   Don't click on links or download attachments from unknown sources.
5.   Don't access websites by clicking on links provide in emails or in other websites.
6.   Don't enable auto-Connect to open Wi-Fi Networks and don't connect to unknown Wi-Fi network at office or public place
7.   Don't save your card information when you purchase something online or on an app.
       
Punjab and Sind Bank",7173,nan
Title UNIVSM Ticket QP-TPRUM3278 OTP phone valid 5 minutes UNIVSM Mail MDS,3278,nan
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 360026 RS. 994456 A/C NO. XXXX3403 916187. DO NOT SHARE.",3403,916187
Arriving Today: Srinu order partner 914071153148 PIN 5985. Track opt contactless /zwyJan .Please share delivery code 2744 delivery partner confirmation status. - Shadowfax,5985,2744
Vi AlertYour Unlimited Pack EXPIRING TODAY Recharge /ViRC20 1699:4GB/DUL84D 291391:1.5GB/DUL84D5GB28D 3801:UL3GB/Day48GB84D,1699484,nan
Dear Saroj eligible may avail precaution dose private vaccination center 21-04-2022. Please visit CoWIN,21042022,nan
"Dear Customer, you have received Rs.203.00 from VIPIN KUMAR (vipinkumar3720@okaxis) credited to your a/c XXXXXXXX0828. UPI Txn Ref ID: 212640700801. JK BANK",20300,nan
015 237 Instagram code SIYRxKrru1t,nan,015237
"ARRIVING TODAY: Our Delivery Agent (+912241498957) will bring your order with 1 HRX by Hrithik Ros... today. Use Pin 7875313460 if prompted. His/her body temp. recorded at 10:43 AM was 97.7F. Pay Rs. 549.00 at the time of delivery. To ensure minimum contact delivery, we encourage UPI or Card payment. Our delivery agent is ensuring the highest safety standards so you can stay safe at home!. - Team Myntra.",1043,nan
"HDFC Bank: You have successfully set the UPI Pin for your HDFC Bank A/c No.  XXXXXX8679. If not you, kindly report on 18002586161.",8679,nan
"Out for Pickup: ORENICS 33000 mAh Powe... with tracking ID FMPR0276536979 from flipkart.com, will be picked up  before 9pm today by an EKART Wish Master (call 09174003000, PIN 129). Keep the product ready with all accessories and tags for verification.",33000,nan
"Confirmed: Thank you for shopping on Myntra. We're prepping your order with 1 HIGHLANDER Tshirts. In these tough times, our team is working hard while ensuring highest safety standards, deliveries may take longer than usual. To ensure minimum-contact delivery, you can Pay Now. Click http://mntr.se/2br313564iu to pay. You may also pay using UPI or Card at your doorstep. Stay Home, Stay Safe. - Team Myntra.",2313564,nan
We have received a wrong UPI PIN attempt in your Account XX5823 on 2022-05-07 11.08.25. Use SIB Mirror+ to reset MPIN. bit.ly/SIBmirrorplus -South Indian Bank,5823,nan
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 341587 RS. 847908 A/C NO. XXXX7466 195351. DO NOT SHARE.",7466,195351
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRNDM7F74F3105 Valid till 31 May Rush Now.T&C",7743105,nan
Dear Saroj eligible may avail precaution dose private vaccination center 21-04-2022. Please visit CoWIN,21042022,nan
One Time verification code 829132.l7qsKFmcHNg - Future Group,8291327,829132
"Dear Member, Due to the Covid regulations South India Shopping Mall is now open from 7:00 AM to 11:30 AM. Ready for a safe shopping experience at mqml.co/2q9",1130,nan
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 653393 RS. 513786 A/C NO. XXXX1570 192924. DO NOT SHARE.",1570,192924
Dear Pooja Jitendra Shambharkar successfully vaccinated 2nd Dose COVISHIELD 18-11-2021 02:35 PM. may download vaccination Certificate - - CoWIN,18112021,nan
"Out for Delivery: PARK AVENUE Good Morni... with tracking ID FMPC1561008494 from flipkart.com, will be delivered between 08:30AM - 12:30PM today by an EKART Wish Master (call 02071177115, PIN 109). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/Ed0glkNNNN .",0830,nan
Ecom Express Executive 08046809000 PIN 877962 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 894359,877962,894359
"Dear Customer, reset MPIN request @CANDI has been failed due to 13-Apr-2022 on 22:00:09. If not you, send SUSPECT to 56161. Helpline 18004250018.-Canara Bank",132022,nan
Ecom Express Executive 08046809000 PIN 877962 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 894359,877962,894359
"You have added today at 10:07 PM a new beneficiary to your KVB - DLite account. Bene Name: GOPINATH S, Acct : XXXX7448, Bene Type : Other bank. It will be activated after 12 hours from the time of addition - Get protected from COVID19- Wear mask. Wash your hands frequently. Maintain social distancing - KVB",1007,nan
"Badal, Pay Day Sale ends @ midnight
Get 40-80% + Flat Rs.400 Off on the best styles
Hurry! Shop now with Free Shipping
http://smsd.in/bmDztfaTW",4080,nan
Dear Sucha Singh successfully vaccinated 1st Dose COVISHIELD 10-05-2021 01:13 PM. may download vaccination Certificate - - CoWIN,10052021,nan
We have  noticed you were looking for Bajaj Fi9887ce Insta EMI Card. Apply in 3 easy steps and enjoy no cost EMI shopping. Get now https://eej.at/H1Ydmlgf,9887,nan
"Dear Amit,You are 1 step away from Bajaj Fi948980ce Insta EMI Card. Click https://eej.at/H71KWp7k to complete your journey & enjoy No Cost EMI shopping",948980,nan
Dear 63693822XX 5500 Bonus Superstar Daily finale Junglee Rummy Prize Pool: 205000 Entry Fees - Win -,63693822,nan
One Time verification code 1813.l7qsKFmcHNg - Future Group,18137,1813
otp for Online Txn INR 352.82 at PAYTM on Indian Bank Debit card ending 4988 is 629806. Valid for 3min. Dt 07-04-2022 11:47:06. Do Not Disclose.,4988,629806
otp for Online Transactions on your Indian Bank Debit Card 4988 is JDS-159337.This is valid for the next 5 min.Dt 07-04-22 12.17,4988,159337
Arriving Today: Srinu order partner 914067820390 PIN 6292. Track opt contactless //track/D813EABEA027896BCA6A8258E27B5D15/Fwd/ .Please share delivery code 9825 delivery partner confirmation status. - Shadowfax,6292,9825
Arriving today: ONLINE shipment 2920584874. Use otp 716397 to receive your package. Call 08046809000 PIN:33476 - Ecom Express,33476,716397
"Your a/c XXXXXXXXXXXX8571 is debited Rs. 1300.00 on 2/28/2022 10:12:26 PM to GOPINATH S .
info :P2A/205916770412 -KVB",8571,nan
Dear Pooja Jitendra Shambharkar successfully vaccinated 2nd Dose COVISHIELD 18-11-2021 02:35 PM. may download vaccination Certificate - - CoWIN,18112021,nan
Ecom Express Executive 08046809000 PIN 95362 deliver Flipkart order 8694021098. Pay Rs.3064.42CASHUPIPayment Link. Code refuse 205781,95362,205781
"Out for Delivery:HOTSTYLE Running Shoes... with tracking ID FMPC1854778553, will be delivered between 07:30AM - 11:30AM today by an EKART Service Partner (call 09174003000, PIN 273). Please pay Rs.229.0 by cash..",0730,nan
We have  noticed you were looking for Bajaj Fi113157ce Insta EMI Card. Apply in 3 easy steps and enjoy no cost EMI shopping. Get now https://eej.at/H712axJn,113157,nan
"Ecom Express Executive 08046809000 PIN 22128 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 282020",22128,282020
"Ecom Express Executive 08046809000 PIN 86011 will deliver your ONLINE order 9122741977. Pay Rs 914.0(CASH,UPI,Payment Link). Code to refuse is 674881",86011,674881
One Time verification code 503103.l7qsKFmcHNg - Future Group,5031037,503103
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 357951 RS. 233232 A/C NO. XXXX4689 209226. DO NOT SHARE.",4689,209226
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRNDFUE5WJ3004 Valid till Apr 30 Rush Now.T&C",53004,nan
Arriving Today: Srinu order partner 914071153148 PIN 5985. Track opt contactless /zwyJan .Please share delivery code 281353 delivery partner confirmation status. - Shadowfax,5985,281353
"MPIN changed successfully @CANDI on 13-Apr-2022 at 21:53:35. If not you, send SUSPECT to 56161. Helpline 18004250018.-Canara Bank.",132022,nan
"Badal, Myntra's favourite offer is back
Buy 1, Get 2 Free on the best styles
Free Shipping @ Weekend Sale
http://smsd.in/b2d9g2rB0",2920,nan
Hi 63529880XX RPL 11 Finale Junglee Rummy Prize Pool: 25000000 2.5 CR Entry Fees - Win -,63529880,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRNDNW2NTY3105 Valid till 31 May Rush Now.T&C",23105,nan
"Out for Delivery: PARK AVENUE Good Morni... with tracking ID FMPC1561008494 from flipkart.com, will be delivered between 08:30AM - 12:30PM today by an EKART Wish Master (call 02071177115, PIN 109). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/Ed0glkNNNN .",0830,nan
"Out for Pickup: ORENICS 33000 mAh Powe... with tracking ID FMPR0276536979 from flipkart.com, will be picked up  before 9pm today by an EKART Wish Master (call 09174003000, PIN 174). Keep the product ready with all accessories and tags for verification.",33000,nan
Slot Booking/Cancellation for Application: 149461,149461,nan
Dear Ratan Giri successfully vaccinated 2nd Dose COVAXIN 14-02-2022 02:07 PM. may download vaccination Certificate - - CoWIN,14022022,nan
Arriving Today: Srinu order partner 914071153148 PIN 7932. Track opt contactless /zwyJan .Please share delivery code 316656 delivery partner confirmation status. - Shadowfax,7932,316656
otp is 75117:75117,nan,75117
"Out for Delivery: PARK AVENUE Good Morni... with tracking ID FMPC1561008494 from flipkart.com, will be delivered between 08:30AM - 12:30PM today by an EKART Wish Master (call 02071177115, PIN 109). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/Ed0glkNNNN .",0830,nan
Secret OTP Online Purchase 240076 card ending 4512. Valid till 15 mins. share OTP security reason.,4512,240076
Dear Sandeep successfully vaccinated 2nd Dose COVAXIN 15-02-2022 03:25 PM. may download vaccination Certificate - - CoWIN,15022022,nan
Enjoy unlimited high-speed data 12 6 every day /ViNFR 1699:4GB/DUL84D 461337:1.5GB/DUL84D5GB28D,1699484,nan
INR 2000 debited A/c 2533 ATM ATMD/SPCN5201/CHANDIGARH/23:11 Bal 572662.1707-04-2022 23:11:57. transaction unauthorized SMS BLOCK A/c BLOCK 8828837411 click /module/complaint-lodge-grievence lodge complaint. Punjab Sind Bank,2533,nan
"Get Shopping voucher Rs.5000, upto 20% off @ 4000+ restaurants & complimentary lounge access with Axis Bank PRIVILEGE CreditCard r1t.in/7875313460/a",5000,nan
OTP for Online Transactions on your Indian Bank Debit Card 4988 is KQS-548142.This is valid for the next 5 min.Dt 21-04-22 11.38,4988,548142
Enjoy unlimited high-speed data 12 6 every day /ViNFR 1699:4GB/DUL84D 414507:1.5GB/DUL84D5GB28D,1699484,nan
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 653393 RS. 513786 A/C NO. XXXX1570 192924. DO NOT SHARE.",1570,192924
"Mani, first time shopping @ Myntra?
Get Flat Rs.222 Off on Min. Spend of Rs.1499
Free Shipping @ Hot Like Summer Sale
http://smsd.in/b2xiG6RMo",1499,nan
Arriving Today: Imran order partner 914461710281 PIN 1134. Track opt contactless /R4DEA6 .Please share delivery code 7174 delivery partner confirmation status. - Shadowfax,1134,7174
"Out for Delivery: Steelbird SB-50 Adonis... with tracking ID FMPC1753773531 from flipkart.com, will be delivered between 12:00PM - 04:00PM today by an EKART Wish Master (call 04440114101, PIN 157). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/uxTPUDNNNN .",1200,nan
"Out for Delivery: Stefano Rads Classy Sn... with tracking ID FMPC1771579632 from flipkart.com, will be delivered between 09:30AM - 01:30PM today by an EKART Wish Master (call 04067820005, PIN 123). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/EIh2qiNNNN .",0930,nan
We have received a wrong UPI PIN attempt in your Account XX5823 on 2022-04-14 18.16.38. Use SIB Mirror+ to reset MPIN. bit.ly/SIBmirrorplus -South Indian Bank,5823,nan
PSB000000000273008 A/c 233886 Credited Rs 191-- MOBILE Cr-IMPS :P2A/918020110872063/GOOGLEINDIADIGITAL CLR BAL 33327.59CR16-07-2021 00:23:58-PunjabSind Bank,002358,nan
"Kulwinder, Myntra's best offer is back!
Buy 1, Get 3 Free On the best styles
Free Shipping @ Hot Like Summer Sale
http://smsd.in/b27Q9J4yQ",2794,nan
"Rs.330.00 paid thru A/C XX6534 on 26-2-22 11:12:47 to MUPPINA DHARMEN, UPI Ref 205748689628. If not done, SMS BLOCKUPI to 9901771222.-Canara Bank",33000,nan
"Out for Delivery: Stefano Rads Classy Sn... with tracking ID FMPC1771579632 from flipkart.com, will be delivered between 09:30AM - 01:30PM today by an EKART Wish Master (call 04067820005, PIN 123). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/EIh2qiNNNN .",0930,nan
Hi 63529880XX RPL 11 Finale Junglee Rummy Prize Pool: 893429 2.5 CR Entry Fees - Win -,63529880,nan
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 184892 RS. 322180 A/C NO. XXXX1852 636900. DO NOT SHARE.",1852,636900
Arriving Today: Imran order partner 914461710281 PIN 6373. Track opt contactless //track/25AEBB10A6112196BB637BB3271CEB43/Fwd/ .Please share delivery code 1976 delivery partner confirmation status. - Shadowfax,6373,1976
Ecom Express Executive 08046809000 PIN 95362 deliver Flipkart order 8694021098. Pay Rs.3064.42CASHUPIPayment Link. Code refuse 205781,95362,205781
Ecom Express Executive 08046809000 PIN 95362 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 652656,95362,652656
"Dear Customer, To Change/Update your mobile number, please send the following otp and Ref No. to 567676 as: ACTIVATE 90424437  M0001783893. -SBI",567676,nan
"Dear 63065557XX,
Open Axis ASAP Savings/Cashback Account.
Get up to 15 %* cashback on Flipkart & Amazon shopping.
Click http://p2x.in/LYEwd9 TIS",63065557,nan
"Dear Customer,TRENDS SPECIAL OFFER! Get Rs500 OFF on shopping of Rs1999.FRESH SEASON AVAILABLE IN STORES.Use Code TRND2PLHSE3103 Valid till Mar 31 Rush Now.T&C",23103,nan
CAUTION! Do not share this message. Your One Time PIN for Debit Card ending 4737 is Nine Seven Eight Seven. Set your new PIN within 24 hrs through Banking -- PIN Change option at any SBI ATM. Download YONO @ www.yonosbi.com.-SBI,4737,nan
Ecom Express Executive 08046809000 PIN 73617 deliver Flipkart order 9008602733. Pay Rs 1033.0CASHUPIPayment Link. Code refuse 582619,73617,582619
Dear Sucha Singh successfully vaccinated 1st Dose COVISHIELD 10-05-2021 01:13 PM. may download vaccination Certificate - - CoWIN,10052021,nan
"Your debit card is dispatched to your address on 28/04/2022 via SPEED POST, AWB No. AX371642227IN. Generate Green PIN via BOB ATM/bob World app/Baroda Connect/IVR -Bank of Baroda",28042022,nan
Your OTP for Debit Card ending 3610 is 090016. Use this at HDFC Bank ATM to create ATM PIN before 25May22.Never share OTP with anyone. Bank never asks for OTP.,3610,090016
added today 10:07 PM new beneficiary KVB - DLite account. Bene Name: GOPINATH Acct : XXXX7448 Bene Type : bank. activated 12 hours time addition - Get protected COVID19- Wear mask. Wash hands frequently. Maintain social distancing - KVB,1007,nan
Dear Customer OTP INITIATE E-MANDATE SBI REQUEST ID TM2211929530101 RS. 500000.00 A/C NO. XXXX1899 641896. SHARE ANYONE. -SBI,1899,641896
Ecom Express Executive 08046809000 PIN 95734 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 669228,95734,669228
"Dear SBI Customer, transaction dated 12-Dec-21 03:00:48 through card ending 2063 has been declined due to INCORRECT PIN.",1221,nan
Arriving Today: Srinu order partner 914071153148 PIN 7932. Track opt contactless /zwyJan .Please share delivery code 316656 delivery partner confirmation status. - Shadowfax,7932,316656
We have  noticed you were looking for Bajaj Fi9166ce Insta EMI Card. Apply in 3 easy steps and enjoy no cost EMI shopping. Get now https://eej.at/HqWjwcxI,9166,nan
"Ecom Express Executive 08046809000 PIN 88613 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 473948",88613,473948
"Why RISK stepping out!
To help you easily repay your HDFC Bank GOLD LOAN Loan A/c 73299580 our associate HDB FINANCIAL SERVICES LTD will contact you.
You can also call them at 07966215024
Ignore if paid.
Read Collections & Grievance Redressal Policy: hdfcbk.io/k/DUvfELWoVOf 
Note: We record our customer calls for training & quality check",73299580,nan
"Out for Delivery: GFive U106 with tracking ID FMPC1825267238 from flipkart.com, will be delivered between 09:30AM - 01:30PM today by an EKART Wish Master (call 04471369277, PIN 165). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/uFlJu3NNNN .",0930,nan
Ecom Express Executive 08046809000 PIN 411772 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 652656,411772,652656
"Your debit card is dispatched to your address on 28/04/2022 via SPEED POST, AWB No. AX371642227IN. Generate Green PIN via BOB ATM/bob World app/Baroda Connect/IVR -Bank of Baroda",28042022,nan
Hi 63529880XX RPL 11 Finale Junglee Rummy Prize Pool: 25000000 2.5 CR Entry Fees - Win -,63529880,nan
"Your IDBI Bank Debit card has been dispatched via Speed Post -AWB No:JM180191088IN on [07-02-22 00:00:00 IST], pls contact your IDBI Bank branch if card is not delivered in 14 days. For security reasons, your card is enabled only for Domestic ATM & POS trxns. To enable the card for online(Ecom)/contactless/international transactions, kindly download/update latest version of GO Mobile+ App/ Abhay App. Pls generate Debit Card PIN through ATM/Inet/IVR",070222,nan
Dear Prakash successfully vaccinated 2nd Dose COVISHIELD 25-11-2021 09:51 AM. may download vaccination Certificate - - CoWIN,25112021,nan
"Dear SBI Customer, transaction dated 02-Feb-22 16:55:44 through card ending 4737 has been declined due to Do PIN change.",0222,nan
Ecom Express Executive 08046809000 PIN: 36833 deliver Flipkart pre-paid shipment 2823479569 today. Share Code 370248 package received,36833,370248
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 333044 RS. 327013 A/C NO. XXXX7180 559048. DO NOT SHARE.",7180,559048
"Out for Pickup: ORENICS 33000 mAh Powe... with tracking ID FMPR0276536979 from flipkart.com, will be picked up  before 9pm today by an EKART Wish Master (call 09174003000, PIN 174). Keep the product ready with all accessories and tags for verification.",33000,nan
Secret OTP Online Purchase 209601 card ending 4512. Valid till 15 mins. share OTP security reason.,4512,209601
Slot Booking/Cancellation for Application: 662328,662328,nan
"LAST 2DAYS of FREE SHOPPING WEEK at CENTRAL

SHOP for Rs.3000 & GET Rs.3000 BACK TnC bit.ly/3rLi8kj

Rs500 OFF 598461815585 on Rs5999 + 10% OFF ICICI Bank cards",3000,nan
"Dear SBI Customer, transaction dated 29-Apr-22 15:12:27 through card ending 8981 has been declined due to INCORRECT PIN.",2922,nan
CDSL-TPIN to avail CDSLs e-DIS facility for BO ID ****9312  is - 170280.,9312,170280
Shadowfax rider 914461710281 PIN 2240 will deliver your Anarkali order AWB SF231549291443FPL today. Attempt code 5836 Visit https://tracker.shadowfax.in,2240,5836
"Ecom Express Executive 08046809000 PIN 73617 will deliver your Flipkart order 9008602733. Pay Rs 1033.0(CASH,UPI,Payment Link). Code to refuse is 582619",73617,582619
"UPI PIN is set for your Paytm Payments Bank a/c 91XXXXXXXX61. If you have not initiated this request, contact us on 01204456456 immediately :PPBL",9161,nan
"Dear Amit,You are 1 step away from Bajaj Fi7038ce Insta EMI Card. Click https://eej.at/H71KWp7k to complete your journey & enjoy No Cost EMI shopping",7038,nan
Arriving Today: Srinu order partner 914071153148 PIN 5985. Track opt contactless /zwyJan .Please share delivery code 2744 delivery partner confirmation status. - Shadowfax,5985,2744
"Out for Delivery: Stefano Rads Classy Sn... with tracking ID FMPC1752290091 from flipkart.com, will be delivered between 09:30AM - 01:30PM today by an EKART Wish Master (call 04067820005, PIN 180). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/2AcDiaNNNN .",0930,nan
Dear Sunil Kumar successfully vaccinated 2nd Dose COVISHIELD 27-04-2022 10:27 AM. may download vaccination Certificate - - CoWIN,27042022,nan
907194 rupalu gurnchi 731382u andukara 731382u tocher chestanavu monday isthanu anthavarku naku phone cheyaku,907194,nan
FB-180952 Facebook confirmation code 53158,53158,180952
Hi 63529880XX RPL 11 Finale Junglee Rummy Prize Pool: 893429 2.5 CR Entry Fees - Win -,63529880,nan
Ecom Express Executive 08046809000 PIN 95362 deliver Flipkart order 8694021098. Pay Rs.2758.92CASHUPIPayment Link. Code refuse 690734,95362,690734
"Rs.330.00 paid thru A/C XX6534 on 26-2-22 11:12:47 to MUPPINA DHARMEN, UPI Ref 205748689628. If not done, SMS BLOCKUPI to 9901771222.-Canara Bank",33000,nan
Secret OTP Online Purchase 209601 card ending 4512. Valid till 15 mins. share OTP security reason.,4512,209601
"Get Shopping voucher Rs.5000, upto 20% off @ 4000+ restaurants & complimentary lounge access with Axis Bank PRIVILEGE CreditCard http://1kx.in/U2JyV7 CCARDD",5000,nan
Please tap on the safe link to reset new pin for your Zebpay account. https://v.zebpay.com/pv/Kuvp6IqaXptm51Lbay18qw==,65118,nan
We have credited Rs.5 in your wallet. Use it to play 25+ games on MPL. Win upto Rs.10000 real cash on spinwheel everyday this GIGL. Play now: bit.ly/3L4xZ5m,10000,nan
"Dear Customer, OTP INITIATE E-MANDATE SBI REQUEST ID 527008 RS. 173809 A/C NO. XXXX7417 531986. DO NOT SHARE.",7417,531986
Ecom Express Executive 08046809000 PIN: 36833 deliver Flipkart pre-paid shipment 2823479569 today. Share Code 976300 package received,36833,976300
"Dear SBI Customer, transaction dated 29-Apr-22 19:34:56 through card ending 8981 has been declined due to Do PIN change.",2922,nan
Citykart mein apki shopping hogi ab aur bhi Dhamakedaar! Paaye FREE Rs.500 Ki Shopping Rs.1000 ki khareed par. Cpn 04032PSUJM5 - CityKart T&C* -CITYKART,1000,nan
"Out for Delivery: ShoppKing OnePlus X Ba... with tracking ID FMPC1573530578 from flipkart.com, will be delivered between 11:30AM - 03:30PM today by an EKART Wish Master (call 09657882288, PIN 129). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/_CCWwJNNNN .",1130,nan
Ecom Express Executive 08046809000 PIN 95362 deliver Flipkart order 8694021098. Pay Rs.3064.42CASHUPIPayment Link. Code refuse 205781,95362,205781
Ecom Express Executive 08046809000 PIN 356394 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 652656,356394,652656
Enjoy unlimited high-speed data 12 6 every day /ViNFR 1699:4GB/DUL84D 414507:1.5GB/DUL84D5GB28D,1699484,nan
"Ecom Express Executive 08046809000 PIN 95734 will deliver your Flipkart order 8694021098. Pay Rs 129.0(CASH,UPI,Payment Link). Code to refuse is 669228",95734,669228
"Greetings! Click 
http://m.BajFin.in/TPiNKDWo
 to download Bajaj Finserv Lite & apply for EMI Fi300592ce. Terms & conditions apply. Bajaj Fi300592ce Ltd.",300592,nan
Your MPIN for CRN xx6058 has been changed succesfully from Kotak Bank Mobile Banking App.,6058,nan
900330 rupalu gurnchi 2989u andukara 2989u tocher chestanavu monday isthanu anthavarku naku phone cheyaku,900330,nan
"Raman, get Flat Rs.333 Off + Free Shipping
Shop this offer before midnight | Min. Spend: Rs.1499
Explore the End Of Reason Sale
http://smsd.in/bukFXVMgi",1499,nan
Dear 63065557XX Superstar Evening Finale Junglee Rummy Prize Pool: 587672 Entry Fees - Win,63065557,nan
"Out for Delivery: Stefano Rads Classy Sn... with tracking ID FMPC1752290091 from flipkart.com, will be delivered between 09:00AM - 01:00PM today by an EKART Wish Master (call 04067820005, PIN 106). Please check with the Wishmaster if you can pay using SMS payment link. To know about safety measures taken to ensure a safe delivery of your order, click here: http://ekrt.in/ZWRUbguuuN .",0900,nan
Slot Booking/Cancellation for Application: 236315,236315,nan
INR 130 debited A/c 2533 ATM POS/5P631283/22:57:46/20972294 Bal 129685.1707-04-2022 22:57:46. transaction unauthorized SMS BLOCK A/c BLOCK 8828837411 click /module/complaint-lodge-grievence lodge complaint. Punjab Sind Bank,2533,nan
Beware of the fraudulent messages asking you to call any number for verification/download any app to update your KYC/Aadhaar details. BSNL never asks you to download any third party app for such activities. Please stay alert from such SMS/calls as these may result in fi5261cial loss : Team BSNL,5261,nan
We have received a wrong UPI PIN attempt in your Account XX5823 on 2022-05-07 09.39.50. Use SIB Mirror+ to reset MPIN. bit.ly/SIBmirrorplus -South Indian Bank,5823,nan
Slot Booking/Cancellation for Application: 662328,662328,nan
OTP for Online Txn INR 352.82 at PAYTM on Indian Bank Debit card ending 4988 is 629806. Valid for 3min. Dt 07-04-2022 11:47:06. Do Not Disclose.,4988,629806
ICICI Bank Acct XX224 debited for Rs 180.00 on 27-Nov-21; BHUPINDER KUMAR S O SANT  credited. UPI:133181398881. Call 18002662 for dispute. SMS BLOCK 224 to 9215676766.,2721,nan
CDSL-TPIN to avail CDSLs e-DIS facility for BO ID ****9312  is - 770475.,9312,770475
Arriving today: ONLINE shipment 2920584874. Use OTP 674504 to receive your package. Call 08046809000 PIN:33476 - Ecom Express,33476,674504
"Hi Sp davawala,


As you were looking for a price offer on your 2018 Maruti Suzuki Eeco with SellRight, we'd like you to know that you can avail of your FREE DOORSTEP EVALUATION whenever you like. All you need to do is click here - weurl.co/ika5f4


SellRight by Spinny",2018,nan
Your transaction request to a/c no. XXXXXXXXXXX0210 for amount Rs. 34850.00 has failed due to INCORRECT UPI PIN (UPI Ref no 211115124615). -Union Bank of India,0210,nan
Ecom Express Executive 08046809000 PIN 356394 deliver Flipkart order 8694021098. Pay Rs 129.0CASHUPIPayment Link. Code refuse 652656,356394,652656
